"logFC.X1","logFC.X2","logFC.X3","logCPM","F","PValue","FDR","Symbol","ENSEMBL","celltype"
"ENSMUSG00000030688.stellate",2.21150095554979,2.2253458829361,0.99351766797843,2.26957446601125,6.96897514771019,0.001066892203152,0.0183513639585236,"Stard10","ENSMUSG00000030688","stellate"
"ENSMUSG00000031781.neutrophil",-3.835252312314,-1.82615924367926,-2.64819625340405,0.113052272451703,7.4172828388598,0.00106760551028529,0.0183612868978225,"Ciapin1","ENSMUSG00000031781","neutrophil"
"ENSMUSG00000052928.neutrophil",-3.81728539520046,-6.88360062014591,-6.40395175566788,-3.59230597094537,6.96764168085093,0.00106810084179321,0.0183666050618806,"Ctif","ENSMUSG00000052928","neutrophil"
"ENSMUSG00000047434.stellate",1.22913198871965,3.78390892159191,0.37440905620177,0.847390011340938,6.9675459730251,0.00106818764617375,0.0183666050618806,"Xxylt1","ENSMUSG00000047434","stellate"
"ENSMUSG00000057110.neutrophil",-3.06983628595387,-3.58298170176159,-1.79861280157878,0.158986086705876,7.36924875789542,0.00106842473757605,0.0183683351614236,"Cntrl","ENSMUSG00000057110","neutrophil"
"ENSMUSG00000047246.neutrophil",-2.57822137704434,-2.51058531047921,-1.88429408050636,0.0661112073922017,6.96696968521397,0.00106871048192424,0.0183709011526278,"H2bc6","ENSMUSG00000047246","neutrophil"
"ENSMUSG00000022829.cholangiocyte",-2.7761255180895,-3.06605797509019,-1.01655086632801,-0.766722250955171,6.96634140501537,0.00106928079745544,0.0183783575806809,"Stxbp5l","ENSMUSG00000022829","cholangiocyte"
"ENSMUSG00000091239.neutrophil",-2.95999461040777,-2.18927527719345,-1.93869346982642,0.283414512796406,6.96560455646341,0.00106995007693624,0.0183864584822512,"Vmn2r76","ENSMUSG00000091239","neutrophil"
"ENSMUSG00000011254.neutrophil",-4.21486221489213,-2.97542911889263,-1.8105760810848,-2.11764774485398,6.96552173684047,0.00107002532981273,0.0183864584822512,"Thg1l","ENSMUSG00000011254","neutrophil"
"ENSMUSG00000033917.kupffer",-1.42957087662475,-4.04457142500653,-0.7056073748564,2.60943173223175,7.73567701328857,0.00107030283264431,0.0183888792523096,"Gde1","ENSMUSG00000033917","kupffer"
"ENSMUSG00000041133.stellate",0.841441756464652,2.7558832345574,-0.391126984484858,3.55487402717386,6.96481772984637,0.00107066524290434,0.0183927580132677,"Smc1a","ENSMUSG00000041133","stellate"
"ENSMUSG00000034616.kupffer",3.20736662640531,1.14144733802269,1.54470237517137,0.151138653368112,6.96446002879271,0.00107099053405854,0.018395733405287,"Ssh3","ENSMUSG00000034616","kupffer"
"ENSMUSG00000032905.neutrophil",-3.00367928560988,-1.67031943672296,-1.91860330449254,0.138403271201715,6.96432671951062,0.00107111179156315,0.018395733405287,"Atg12","ENSMUSG00000032905","neutrophil"
"ENSMUSG00000042507.neutrophil",-2.71643010101589,-4.78936451465055,-1.67339391226324,-0.00158903769189701,7.8245509870028,0.00107136148781588,0.0183976742554308,"Mideas","ENSMUSG00000042507","neutrophil"
"ENSMUSG00000006398.hepatocyte",5.29530514704831,12.0953503369187,2.10972997053325,3.61514110441646,12.7703089409349,0.00107183142398526,0.0184032802078547,"Cdc20","ENSMUSG00000006398","hepatocyte"
"ENSMUSG00000042797.neutrophil",-4.59283907061876,-1.61343904105908,-2.57245003120004,-2.0026297150242,6.96339311613584,0.00107196140174731,0.0184032802078547,"Aqp11","ENSMUSG00000042797","neutrophil"
"ENSMUSG00000028195.endothelial",2.08398442130212,0.905339201733039,1.23984157190897,4.00506457536785,6.96308054004458,0.00107224601637664,0.0184058187501888,"Ccn1","ENSMUSG00000028195","endothelial"
"ENSMUSG00000022999.neutrophil",-3.10168529726608,-1.97096516389981,-1.82490734569466,-0.556898262944568,6.96250137709424,0.00107277358258761,0.0184125265393983,"Lmbr1l","ENSMUSG00000022999","neutrophil"
"ENSMUSG00000024899.kupffer",2.58898467975769,-0.084725335534062,1.25079854522077,1.15754759861504,6.96195031354383,0.0010732758087779,0.0184179318105431,"Papss2","ENSMUSG00000024899","kupffer"
"ENSMUSG00000025880.neutrophil",-3.54901498395393,-1.67188348783179,-2.12647822824144,0.664868036486648,7.24327884719743,0.00107336218848926,0.0184179318105431,"Smad7","ENSMUSG00000025880","neutrophil"
"ENSMUSG00000035093.neutrophil",-3.07892413183044,-2.02332988018626,-1.90195434338582,-0.448681750075553,6.96147084110473,0.00107371299177144,0.0184207990085518,"Secisbp2l","ENSMUSG00000035093","neutrophil"
"ENSMUSG00000027751.neutrophil",-2.90612390755333,-2.28577675781594,-1.64393523858156,0.281363436085756,6.96137214844938,0.00107380300321776,0.0184207990085518,"Supt20","ENSMUSG00000027751","neutrophil"
"ENSMUSG00000027510.neutrophil",-3.59768774901743,0.0215392947554486,-0.670326437413303,-0.0222126293308848,6.96097093466213,0.00107416900796737,0.0184247294247963,"Rbm38","ENSMUSG00000027510","neutrophil"
"ENSMUSG00000022129.endothelial",3.1449188013975,0.749079970562438,0.33404898297093,2.06719733050208,6.96071604064836,0.00107440160227568,0.0184258368421739,"Dct","ENSMUSG00000022129","endothelial"
"ENSMUSG00000030685.kupffer",2.48198286779793,1.20670071877466,1.36757945876895,0.911950846031334,6.96029286095624,0.0010747878777637,0.0184258368421739,"Kctd13","ENSMUSG00000030685","kupffer"
"ENSMUSG00000061414.neutrophil",-2.75072783634235,-4.88784021414141,-2.95428108165684,-2.74728271556888,6.96018812835482,0.00107488349973159,0.0184258368421739,"Cracr2a","ENSMUSG00000061414","neutrophil"
"ENSMUSG00000033114.neutrophil",-3.18452022980732,-2.21088761644833,-2.51055311800934,-1.7924901373936,6.9600861414937,0.00107497662349607,0.0184258368421739,"Slc35d2","ENSMUSG00000033114","neutrophil"
"ENSMUSG00000022575.neutrophil",-2.93108913498458,-1.9441708727756,-1.76996489975882,0.100376619497319,6.95985563388139,0.00107518713058837,0.0184258368421739,"Gsdmd","ENSMUSG00000022575","neutrophil"
"ENSMUSG00000031878.neutrophil",-2.6183746791378,-2.12655705286,-2.0202090316035,-0.781698176507512,6.95975404187191,0.00107527992163961,0.0184258368421739,"Nae1","ENSMUSG00000031878","neutrophil"
"ENSMUSG00000039067.neutrophil",-3.22291153327375,-2.94609880839039,-3.09521548644405,-0.255405588367168,7.37388787501952,0.00107547929867006,0.0184258368421739,"Psmd7","ENSMUSG00000039067","neutrophil"
"ENSMUSG00000032540.neutrophil",-2.68434111406516,-2.94372531157559,-1.76737724926221,-0.039097759890631,6.95917491196059,0.0010758090438046,0.0184258368421739,"Abhd5","ENSMUSG00000032540","neutrophil"
"ENSMUSG00000021500.neutrophil",-3.33377335835365,-1.54531944009277,-2.01641514943141,-0.388456101890967,6.95900631306482,0.001075963136206,0.0184258368421739,"Ddx46","ENSMUSG00000021500","neutrophil"
"ENSMUSG00000021537.stellate",0.768426879945649,3.08272702136827,0.14714058384054,3.3412160585739,6.95895245307296,0.00107601236694779,0.0184258368421739,"Cetn3","ENSMUSG00000021537","stellate"
"ENSMUSG00000003316.neutrophil",-2.78661437504841,-2.14004950038016,-2.10040715066217,0.531199780302963,6.95887118734889,0.00107608665243715,0.0184258368421739,"Glg1","ENSMUSG00000003316","neutrophil"
"ENSMUSG00000026896.kupffer",1.95307438364696,-0.223754143562728,1.22989651085691,3.4563960378079,6.95883684657971,0.00107611804517947,0.0184258368421739,"Ifih1","ENSMUSG00000026896","kupffer"
"ENSMUSG00000064353.kupffer",4.61328965204591,1.11739813782897,1.45030556927458,-2.48409144802258,6.95880721412782,0.00107614513457804,0.0184258368421739,NA,"ENSMUSG00000064353","kupffer"
"ENSMUSG00000005973.neutrophil",-5.56678410127435,-0.5502136290592,-2.47628015296647,-3.10871059190336,6.95880174562386,0.00107615013385486,0.0184258368421739,"Rcn1","ENSMUSG00000005973","neutrophil"
"ENSMUSG00000090101.kupffer",4.12403306571566,3.56167706752603,1.34141810610574,1.01499040671035,8.184603535545,0.00107638407244806,0.0184274981703408,"Snhg9","ENSMUSG00000090101","kupffer"
"ENSMUSG00000027469.cholangiocyte",4.54097334913087,4.8167207005247,2.74091481311955,0.323906808851903,8.63285732673532,0.0010771648185258,0.018438519129378,"Tpx2","ENSMUSG00000027469","cholangiocyte"
"ENSMUSG00000030142.endothelial",-2.43498944648151,1.27799822343623,-2.28313431443893,-2.10099585571399,6.95704451759231,0.0010777578608509,0.0184454237282345,"Clec4e","ENSMUSG00000030142","endothelial"
"ENSMUSG00000033623.neutrophil",-3.48265557505582,-3.38112443518138,-2.16952995911981,-1.37655971945721,6.97217777899722,0.00107791546965045,0.0184454237282345,"Pcgf3","ENSMUSG00000033623","neutrophil"
"ENSMUSG00000026159.neutrophil",-2.90327696539362,-2.10606911125459,-1.52222406820333,0.0341930506632194,6.95680269565733,0.00107797930879292,0.0184454237282345,"Agfg1","ENSMUSG00000026159","neutrophil"
"ENSMUSG00000042426.stellate",1.10383921562651,3.58441317232562,0.266892789211832,0.807275507994131,6.9550460296324,0.00107958942394959,0.0184698169717716,"Dhx29","ENSMUSG00000042426","stellate"
"ENSMUSG00000044788.neutrophil",-3.62438741724158,-0.957008585628096,-2.09936465127343,-2.30930197581797,6.95484501134802,0.00107977383502696,0.0184698169717716,"Fads6","ENSMUSG00000044788","neutrophil"
"ENSMUSG00000030682.stellate",1.47138316038079,2.81830593169619,0.193521151673946,2.31418054323835,6.95479844363335,0.00107981656030544,0.0184698169717716,"Cdipt","ENSMUSG00000030682","stellate"
"ENSMUSG00000055538.kupffer",1.99169519358779,1.49295164423033,1.1206690588547,3.63846705350374,6.95427869786664,0.00108029354226925,0.0184756276512417,"Zcchc24","ENSMUSG00000055538","kupffer"
"ENSMUSG00000027690.neutrophil",-3.64934235038933,-1.92988083902796,-3.45925058993379,-1.61558460361442,7.0846735466347,0.00108097957863766,0.0184850117350165,"Slc2a2","ENSMUSG00000027690","neutrophil"
"ENSMUSG00000020492.neutrophil",-3.47652785898219,-5.44356606377429,-6.89446067529315,-3.37121398233933,6.9528073736166,0.00108164502265154,0.0184931773634299,"Ska2","ENSMUSG00000020492","neutrophil"
"ENSMUSG00000028902.stellate",0.961329869753654,3.02732835258513,-0.17803845489597,2.24697559724704,6.95271287071505,0.00108173188937475,0.0184931773634299,"Sf3a3","ENSMUSG00000028902","stellate"
"ENSMUSG00000002221.neutrophil",-3.93756917723222,-0.424926656924418,-2.11383720882367,-2.36209014532329,6.95238589413825,0.00108203250224686,0.0184959673193317,"Paxip1","ENSMUSG00000002221","neutrophil"
"ENSMUSG00000020700.neutrophil",-2.4733935269126,-2.40988300135042,-1.6906233390502,0.316154937574704,6.95220686009245,0.00108219713860891,0.0184964325165974,"Map3k3","ENSMUSG00000020700","neutrophil"
"ENSMUSG00000039438.cholangiocyte",-5.09409818192484,-1.53070595676949,-0.641130333463113,1.34322437609589,7.7182225258551,0.00108238563762681,0.0184969190641768,"Ttc36","ENSMUSG00000039438","cholangiocyte"
"ENSMUSG00000014177.neutrophil",-4.22816133048951,-1.49534690366449,-1.4938869090789,-1.70021588459152,6.95187709217044,0.00108250045668906,0.0184969190641768,"Tvp23b","ENSMUSG00000014177","neutrophil"
"ENSMUSG00000034674.neutrophil",-3.41062589064945,-1.07922417299332,-2.97648753504101,-1.91986437228548,6.95046307835851,0.00108380208043829,0.0185168094463915,"Tdg","ENSMUSG00000034674","neutrophil"
"ENSMUSG00000078919.neutrophil",-3.10230367375935,-2.80296233715902,-1.56997987256246,-0.0755230712020291,6.95004453256502,0.00108418767782368,0.0185210464125341,"Dpm1","ENSMUSG00000078919","neutrophil"
"ENSMUSG00000031355.stellate",1.44185813798947,3.00155257924217,0.936687569642124,2.84084178618336,6.94945003229826,0.00108473562891166,0.0185280554199231,"Arhgap6","ENSMUSG00000031355","stellate"
"ENSMUSG00000021288.monocyte",1.57338110407787,3.13286023230381,0.526023172293215,2.34610500707493,6.94923472587825,0.00108493414947797,0.0185290948842959,"Klc1","ENSMUSG00000021288","monocyte"
"ENSMUSG00000036885.cholangiocyte",-3.01075372864187,-2.25886429441054,-0.782832133557226,1.67841493139717,6.94897489072972,0.00108517377859871,0.0185308360700675,"Arhgef26","ENSMUSG00000036885","cholangiocyte"
"ENSMUSG00000024959.neutrophil",-2.56913354681029,-2.35721104637764,-2.52669410316161,-0.767927992169358,6.94837304527319,0.00108572903765984,0.0185364827361413,"Bad","ENSMUSG00000024959","neutrophil"
"ENSMUSG00000022217.neutrophil",-3.82701727616263,-2.83771353663599,-1.82705179556356,-1.64009138054627,6.94831794422456,0.00108577988864259,0.0185364827361413,"Emc9","ENSMUSG00000022217","neutrophil"
"ENSMUSG00000030816.neutrophil",-2.98743733989857,-2.2355000846329,-1.70423894802734,-1.01871485164706,6.94802361069065,0.00108605156244171,0.0185387693212942,"Rnf40","ENSMUSG00000030816","neutrophil"
"ENSMUSG00000032883.hepatocyte",2.53940169943794,1.81202945468746,0.831616406695713,3.42309148932397,6.94720130641395,0.00108681094312176,0.0185493793685539,"Acsl3","ENSMUSG00000032883","hepatocyte"
"ENSMUSG00000014856.neutrophil",-3.09576691947852,-1.09641811383835,-2.42239170697745,0.114668762888369,6.9469327711735,0.00108705905193643,0.0185496534089199,"Tmem208","ENSMUSG00000014856","neutrophil"
"ENSMUSG00000040731.stellate",0.925803572561971,2.81195757819497,0.0531017808347584,4.04402233279975,6.94679433325993,0.00108718698292715,0.0185496534089199,"Eif4h","ENSMUSG00000040731","stellate"
"ENSMUSG00000021392.neutrophil",-2.5849598235097,-2.88451502153039,-3.16288875073249,-1.88023111828477,6.94673647900184,0.00108724045100128,0.0185496534089199,"Nol8","ENSMUSG00000021392","neutrophil"
"ENSMUSG00000016018.stellate",1.14299914209461,3.22717815077367,-0.0774039933661208,1.6265599120354,6.94599886688013,0.00108792238645426,0.0185584291257979,"Mtrex","ENSMUSG00000016018","stellate"
"ENSMUSG00000037905.stellate",1.60500180758085,3.43693212802827,0.113050195819166,1.01560539876869,6.94588188271929,0.00108803058212481,0.0185584291257979,"Bri3bp","ENSMUSG00000037905","stellate"
"ENSMUSG00000013150.neutrophil",-2.53886249384277,-2.97850942934302,-2.81797792997125,-1.54697527219614,6.94467240744918,0.00108914986532648,0.0185721747428673,"Gfod2","ENSMUSG00000013150","neutrophil"
"ENSMUSG00000018796.neutrophil",-3.73108735299231,-3.95301963750969,-1.9327079314094,1.7209673325642,8.51398097184734,0.00108935940707479,0.0185721747428673,"Acsl1","ENSMUSG00000018796","neutrophil"
"ENSMUSG00000072707.neutrophil",-3.20255173259191,-4.02152601575142,-2.66308154319764,-1.85342366803371,7.01671223233855,0.00108960541091607,0.0185721747428673,"Olfr31","ENSMUSG00000072707","neutrophil"
"ENSMUSG00000032119.stellate",2.77517703863186,2.66762790186787,0.379990201543547,2.7833203409974,7.19099454617328,0.00108963940366516,0.0185721747428673,"Hinfp","ENSMUSG00000032119","stellate"
"ENSMUSG00000028284.stellate",1.22691953379695,3.40970882781447,0.555388462620869,1.74829221747042,6.9441342003812,0.00108964833087693,0.0185721747428673,"Map3k7","ENSMUSG00000028284","stellate"
"ENSMUSG00000021870.stellate",1.94993030829076,2.95351550761625,1.07479332182161,4.98198499899001,7.07399481780329,0.00108979829519941,0.0185721747428673,"Slmap","ENSMUSG00000021870","stellate"
"ENSMUSG00000060036.stellate",0.243610595541856,3.65482017604052,0.194601400427396,3.83419374624826,6.9439679624338,0.0010898023427083,0.0185721747428673,"Rpl3","ENSMUSG00000060036","stellate"
"ENSMUSG00000038388.stellate",-0.875538485051616,1.80058358232429,-1.28310805164367,3.51814445151951,6.94335490211117,0.00109037051491537,0.0185795049785477,"Mpp6","ENSMUSG00000038388","stellate"
"ENSMUSG00000049091.neutrophil",-3.65169361724657,-1.69989714995728,-1.00950929342887,2.46456305825523,7.23959142684338,0.00109061991043457,0.0185814022107407,"Sephs2","ENSMUSG00000049091","neutrophil"
"ENSMUSG00000067225.stellate",2.94196638220391,1.81802291360012,1.20750315531292,-0.74745863739867,6.94216363643324,0.00109147545655252,0.0185910804884859,"Cyp2c54","ENSMUSG00000067225","stellate"
"ENSMUSG00000004264.stellate",0.591967330918893,2.79109486470247,-0.157999156971314,3.33015382701755,6.94182782209353,0.00109178715129391,0.0185910804884859,"Phb2","ENSMUSG00000004264","stellate"
"ENSMUSG00000063714.neutrophil",-3.04518322079822,-2.00004126532088,-1.75917328400295,-0.615693625467825,6.94174128569679,0.0010918674876065,0.0185910804884859,NA,"ENSMUSG00000063714","neutrophil"
"ENSMUSG00000031818.stellate",0.524724986638934,2.91343541338741,-0.054457175499266,5.90758901925197,6.94170179703727,0.00109190414910388,0.0185910804884859,"Cox4i1","ENSMUSG00000031818","stellate"
"ENSMUSG00000032409.neutrophil",-2.78496787953115,-2.84781644504616,-3.94908417426059,-2.36808405579,6.94165193834328,0.0010919504400687,0.0185910804884859,"Atr","ENSMUSG00000032409","neutrophil"
"ENSMUSG00000031807.stellate",0.257048042905792,2.97654874920654,-0.153853241991316,3.67403555821145,6.94153758969339,0.00109205661416853,0.0185910804884859,"Pgls","ENSMUSG00000031807","stellate"
"ENSMUSG00000020407.neutrophil",-3.90737032996932,-2.75379848765478,-6.18425184658376,2.82735327262453,10.5032887197582,0.00109215484429298,0.0185910804884859,"Upp1","ENSMUSG00000020407","neutrophil"
"ENSMUSG00000031590.neutrophil",-2.24786222379297,-2.36301583298464,-1.38906548079913,1.30856604014286,6.94119913241138,0.00109237094011794,0.0185924075690585,"Frg1","ENSMUSG00000031590","neutrophil"
"ENSMUSG00000022558.neutrophil",-3.78293650248216,-1.96747251083112,-1.93158729299123,-0.0492743302845352,7.04152624800661,0.00109258662098758,0.0185937163611068,"Mroh1","ENSMUSG00000022558","neutrophil"
"ENSMUSG00000074813.stellate",1.33429605237135,2.80860643153986,0.105184829742861,3.00674198302462,6.9408189556561,0.00109272412565273,0.0185937163611068,"Morrbid","ENSMUSG00000074813","stellate"
"ENSMUSG00000020840.stellate",0.9548753538906,3.21426130900291,-0.00839514166611227,2.32708931160815,6.94062381731336,0.00109290545697167,0.018594451129637,"Blmh","ENSMUSG00000020840","stellate"
"ENSMUSG00000036019.stellate",2.52714401247948,3.98985019710361,0.865407284486743,-0.490019565419815,6.94036214761413,0.00109314866239687,0.0185962382917049,"Tmtc2","ENSMUSG00000036019","stellate"
"ENSMUSG00000034614.neutrophil",-5.35475199540108,-6.24530193014419,-3.3033258387208,-1.57393997206705,8.76229666320921,0.00109374485945246,0.0185977706499634,"Pik3ip1","ENSMUSG00000034614","neutrophil"
"ENSMUSG00000042121.kupffer",1.9083363770451,0.850687717779915,1.40972786827704,2.32191945440336,6.93965915334492,0.00109380233587129,0.0185977706499634,"Ssh1","ENSMUSG00000042121","kupffer"
"ENSMUSG00000020205.neutrophil",-4.46633776050065,-2.47570399636678,-4.4668334400708,1.57374328354031,9.2955018508777,0.001093822670338,0.0185977706499634,"Phlda1","ENSMUSG00000020205","neutrophil"
"ENSMUSG00000028896.endothelial",2.0116512383363,2.0198836095732,-0.559686566131781,1.59664880934013,6.93947130184678,0.00109397707835448,0.0185977706499634,"Rcc1","ENSMUSG00000028896","endothelial"
"ENSMUSG00000064354.neutrophil",-3.9545351682227,-2.02914027091203,-1.63213739261535,0.084493678371919,7.24600679534174,0.00109413230948123,0.0185977706499634,"COX2","ENSMUSG00000064354","neutrophil"
"ENSMUSG00000064337.stellate",1.59232503959791,2.76360045589892,0.774072909118256,7.04642290503029,6.93925065870252,0.00109418236203219,0.0185977706499634,NA,"ENSMUSG00000064337","stellate"
"ENSMUSG00000069769.neutrophil",-3.14371837826669,-3.86953040029963,-4.79804819802167,-2.09917794924503,7.15426465767679,0.00109448359540774,0.0185977706499634,"Msi2","ENSMUSG00000069769","neutrophil"
"ENSMUSG00000021835.cholangiocyte",-2.12279766341054,1.46702138918098,2.09034803474437,-2.02782015937066,6.9388451058077,0.00109455979022961,0.0185977706499634,"Bmp4","ENSMUSG00000021835","cholangiocyte"
"ENSMUSG00000022861.cholangiocyte",-3.19966258468359,-3.04900787229903,-1.09742649566586,-0.450559928171586,6.93875673434782,0.00109464205156755,0.0185977706499634,"Dgkg","ENSMUSG00000022861","cholangiocyte"
"ENSMUSG00000071984.kupffer",8.08786587221966,2.18588544229018,4.68585900453842,-4.39942297975285,7.52737229792179,0.00109475537910274,0.0185977706499634,"Fndc1","ENSMUSG00000071984","kupffer"
"ENSMUSG00000078650.stellate",2.44164414705615,1.54158743190082,1.82008091815765,-1.0173730937937,6.9385364556041,0.0010948471285349,0.0185977706499634,"G6pc","ENSMUSG00000078650","stellate"
"ENSMUSG00000028551.hepatocyte",1.63334206594419,5.77570517017704,1.25807058079049,2.75354868394313,8.3679587473833,0.00109489683668393,0.0185977706499634,"Cdkn2c","ENSMUSG00000028551","hepatocyte"
"ENSMUSG00000049751.neutrophil",-4.4020682682106,-2.91719888308966,-2.39945090310012,0.815835002589408,8.16180550542656,0.00109522664618013,0.0186010253210424,"Rpl36al","ENSMUSG00000049751","neutrophil"
"ENSMUSG00000022354.neutrophil",-3.81576958878272,-3.10292212530261,-2.1150118018775,2.97136109646656,8.5738787917827,0.00109536586160469,0.0186010425824559,"Ndufb9","ENSMUSG00000022354","neutrophil"
"ENSMUSG00000012422.stellate",0.590756847473632,3.04731379034199,-0.0675468846446541,3.85266604913625,6.93782521556806,0.00109550956351951,0.0186011360175946,"Tmem167","ENSMUSG00000012422","stellate"
"ENSMUSG00000030131.cholangiocyte",-2.38700807619325,0.824195880383309,1.87420224584943,-0.886349638560621,6.93739778813029,0.00109590786586882,0.0186049154029856,"Mug2","ENSMUSG00000030131","cholangiocyte"
"ENSMUSG00000028114.stellate",2.11522485080541,3.20318285260339,0.0229558956814936,-0.0889430910370855,6.93728970854306,0.00109600860523547,0.0186049154029856,"Mettl14","ENSMUSG00000028114","stellate"
"ENSMUSG00000019945.stellate",0.929041189090456,6.09922059928555,0.916118210937767,-1.94073858066365,6.93707483266696,0.00109620891705081,0.0186059691550278,"Cabcoco1","ENSMUSG00000019945","stellate"
"ENSMUSG00000033788.stellate",1.81427693065682,6.32154790135061,0.713570933089524,-2.05800222484628,6.9368895641581,0.00109638165948111,0.0186060629012063,"Dysf","ENSMUSG00000033788","stellate"
"ENSMUSG00000025810.monocyte",0.77291886857824,3.40281617021233,0.875807052892814,3.26508158153796,6.93677240429433,0.00109649091304622,0.0186060629012063,"Nrp1","ENSMUSG00000025810","monocyte"
"ENSMUSG00000030726.neutrophil",-3.09923698502881,-2.65335786697948,-2.55269673577183,-1.43386387861949,6.93590309888365,0.00109730191652128,0.0186174774683094,"Pold3","ENSMUSG00000030726","neutrophil"
"ENSMUSG00000014767.neutrophil",-3.57275143984877,-2.64138482930692,-0.955513702956566,-1.04026046454402,6.93493639098718,0.00109820453843183,0.0186287515432693,"Tbp","ENSMUSG00000014767","neutrophil"
"ENSMUSG00000056234.neutrophil",-2.84012856555992,-2.0621182059871,-2.08723794196909,0.323587976577355,6.93489498940223,0.00109824321299178,0.0186287515432693,"Ncoa4","ENSMUSG00000056234","neutrophil"
"ENSMUSG00000001999.neutrophil",-4.04336309997565,-2.91808736060556,-2.00433153753449,-0.223037939423107,7.46004968598155,0.0010983868808901,0.0186288408039672,"Blvra","ENSMUSG00000001999","neutrophil"
"ENSMUSG00000035783.hepatocyte",4.36087323740043,6.38487739260575,-1.22873161579851,-3.39163290493745,6.93439143071287,0.00109871371930226,0.0186320362559162,"Acta2","ENSMUSG00000035783","hepatocyte"
"ENSMUSG00000036596.stellate",2.25541930258069,1.06088186739799,1.74987272300925,0.182341395662369,6.93375035021755,0.00109931303071496,0.0186398509299711,"Cpz","ENSMUSG00000036596","stellate"
"ENSMUSG00000046031.kupffer",2.56995063967454,0.646146539992944,1.11886373439059,3.69582969871864,6.93327447890234,0.00109975812160475,0.0186450490156838,"Calhm6","ENSMUSG00000046031","kupffer"
"ENSMUSG00000030045.stellate",1.04224193435418,3.11838650733576,-0.0932010198360001,1.2987974565357,6.93279958401814,0.00110020249009707,0.0186461976244705,"Mrpl19","ENSMUSG00000030045","stellate"
"ENSMUSG00000022587.stellate",1.77011113445137,2.37477222813216,0.842404633629794,7.11410714632023,6.93251953619549,0.00110046462577003,0.0186461976244705,"Ly6e","ENSMUSG00000022587","stellate"
"ENSMUSG00000023977.neutrophil",-2.40355341183504,-2.91132457905049,-1.97348810729393,-0.368124249399432,6.9323249356342,0.00110064681855209,0.0186461976244705,"Ubr2","ENSMUSG00000023977","neutrophil"
"ENSMUSG00000009876.stellate",0.787970840034503,4.30293522070647,0.214693939748208,0.556994173157387,6.93223839035583,0.0011007278559776,0.0186461976244705,"Cox4i2","ENSMUSG00000009876","stellate"
"ENSMUSG00000073702.kupffer",2.15420008804778,2.0674953127222,1.14159812979658,3.31214065102429,6.93214722890033,0.00110081322265607,0.0186461976244705,"Rpl31","ENSMUSG00000073702","kupffer"
"ENSMUSG00000060613.stellate",2.79664032159856,1.42385914209764,1.39834988451453,0.941698878764201,6.93214327655036,0.0011008169239297,0.0186461976244705,"Cyp2c70","ENSMUSG00000060613","stellate"
"ENSMUSG00000020212.hepatocyte",1.94633913280088,4.42348651388213,0.968749580290182,-0.87335296829577,6.93201969165122,0.00110093266466547,0.0186461976244705,"Mdm1","ENSMUSG00000020212","hepatocyte"
"ENSMUSG00000021597.stellate",0.192969334134991,3.6679636231325,-0.29345301838458,1.06403819166166,6.93201810837151,0.00110093414753534,0.0186461976244705,"Slf1","ENSMUSG00000021597","stellate"
"ENSMUSG00000025935.stellate",0.860419565476197,2.86423875434035,0.0243954545358751,3.70739712593558,6.9317699986528,0.00110116654863581,0.0186469619445374,"Tram1","ENSMUSG00000025935","stellate"
"ENSMUSG00000059824.stellate",-3.68125075315137,6.61960200474444,-1.65292964897427,-2.48622036318446,8.25756227040499,0.00110135755285628,0.0186469619445374,"Dbp","ENSMUSG00000059824","stellate"
"ENSMUSG00000035283.stellate",2.86495275949092,9.6722661977351,1.99698433135099,-2.81222667141203,6.93152627055915,0.00110139489627532,0.0186469619445374,"Adrb1","ENSMUSG00000035283","stellate"
"ENSMUSG00000038668.kupffer",2.4424057801444,1.06118901099314,1.36198983665297,0.486576679695743,6.93085608488828,0.00110202304929617,0.0186552502003607,"Lpar1","ENSMUSG00000038668","kupffer"
"ENSMUSG00000006289.neutrophil",-3.03914229677358,-3.72532769627176,-2.88480456643844,-1.72748311278986,6.93348985319395,0.00110223186211384,0.0186564385957086,"Osgep","ENSMUSG00000006289","neutrophil"
"ENSMUSG00000032340.stellate",1.5837764663615,3.54865211163421,0.496502300317568,1.3193119256655,6.92992388522834,0.00110289741632278,0.0186636302694163,"Neo1","ENSMUSG00000032340","stellate"
"ENSMUSG00000036875.endothelial",2.08466041551928,2.09528266397131,-1.20165457444975,0.500842423508075,6.9298848158134,0.00110293407800334,0.0186636302694163,"Dna2","ENSMUSG00000036875","endothelial"
"ENSMUSG00000029063.neutrophil",-2.31128872212531,-1.74399907552216,-1.21947984028666,2.4609864149526,6.92967105357989,0.00110313468961536,0.0186646784014417,"Nadk","ENSMUSG00000029063","neutrophil"
"ENSMUSG00000032571.neutrophil",-3.90114380899239,-3.20672461987586,-1.83857216259863,-2.59132005501332,6.92929214597386,0.00110349038214811,0.0186683498586737,"Pik3r4","ENSMUSG00000032571","neutrophil"
"ENSMUSG00000030061.neutrophil",-2.09246157196649,-2.46529514256931,-3.93972662290201,-1.46825644701208,6.92904305007578,0.00110372428271315,0.0186699602307477,"Uba3","ENSMUSG00000030061","neutrophil"
"ENSMUSG00000040034.endothelial",1.83694241255688,2.79028914278956,-0.608508304719021,0.962989749141594,6.92864073839826,0.00110410216384094,0.0186737562648087,"Nup43","ENSMUSG00000040034","endothelial"
